Date,MinTemp,MaxTemp,Rainfall,RainToday,Evaporation,Sunshine,AvgHumidity,AvgPressure,AvgCloud
2/8/2015,20.2,30,15.2,No,2.8,9.9,81,1005.1,4.5
2/9/2015,21.3,26.4,0.2,No,7.6,8.7,61,1012.7,7
2/10/2015,18.5,25.6,0,No,7.8,12.8,60,1016.35,2.5
2/11/2015,18.3,25.9,0,No,8,12,51.5,1022.9,5
2/12/2015,20.2,25.5,0,No,7.2,8,55.5,1023.95,5.5
2/13/2015,18.9,27.3,0,No,6.4,11.8,65,1020.15,1.5
2/14/2015,20.7,29.8,0,No,9.6,11.6,67,1016.4,1
2/15/2015,23.2,35.4,0,No,9.4,11.9,53.5,1013.55,1.5
2/16/2015,26,28.6,0,No,10.4,7.4,57,1014.95,4
2/17/2015,21.1,24.1,0,No,9.2,1.5,53.5,1021.55,7.5
2/18/2015,20.5,24.6,0,No,4.4,9.3,45.5,1026.5,2
2/19/2015,18.1,25.1,0,No,6,1.6,65.5,1025.7,6.5
2/20/2015,18.4,27,0.2,No,3.8,11.8,69.5,1019.7,3
2/21/2015,21,26.7,0,Yes,8,3.8,77.5,1015.7,7.5
2/22/2015,19.2,19.7,4.2,Yes,5,0,76,1018.65,8
2/23/2015,17.3,23,9,No,3.8,1.3,52,1018.75,7
2/24/2015,18.2,24.4,0.2,No,7.2,7.5,53,1018.8,4
2/25/2015,17.2,25.2,0,No,4.4,7.9,70,1014.95,6
2/26/2015,20.5,25.1,0,Yes,5.2,1,77.5,1010.55,7.5
2/27/2015,20.9,26.7,14,No,3.4,6.2,83.5,1011.35,4.5
2/28/2015,22.3,26.4,0,No,5,5,69.5,1012.9,4.5
3/1/2015,22.6,29.2,0,No,6.4,6.4,68.5,1010.6,6.5
3/2/2015,20.8,30,0,No,9.2,11.7,40.5,1012.8,1
3/3/2015,19.2,20.8,0.2,No,8,0.3,76,1021.65,8
3/4/2015,18.2,24.2,0,No,5.2,9,56,1031.3,3
3/5/2015,18.7,24.5,0.2,No,9,7.9,54.5,1034.9,3
3/6/2015,17.4,24.7,0,Yes,7.4,7.1,60,1033.6,4
3/7/2015,16.2,24.6,5.6,No,5.6,6.9,68.5,1029.1,3.5
3/8/2015,18,25.2,0,No,5.4,5.9,67.5,1024.05,4.5
3/9/2015,17.4,25.5,0,No,5.8,11,68,1023.1,2
3/10/2015,15.6,26,0,No,5.4,11.3,67,1025.1,0.5
3/11/2015,17,26.5,0,No,6.6,10.2,64,1025.1,5
3/12/2015,18.2,27.4,0,No,7,11.2,71,1020.7,4.5
3/13/2015,19.8,29,0,No,6.2,11.1,66,1020.25,2
3/14/2015,21.7,30.9,0,No,7,9,60,1016.1,6
3/15/2015,20.8,25,0,No,8.4,6.3,60.5,1019.4,6
3/16/2015,18.7,27,0,No,4.4,10.9,67,1018.75,2.5
3/17/2015,18.7,26,0,No,7.6,6.1,68.5,1021.2,6
3/18/2015,19.5,25.5,0,No,4,8.7,68,1021.5,3.5
3/19/2015,19.5,29.6,0,No,5.6,8.9,66,1017.25,1
3/20/2015,22.4,26.9,0,No,7.4,7.2,73,1019,6.5
3/21/2015,20.8,26.4,0,No,5.4,8.2,74,1017.05,4.5
3/22/2015,22.4,27.5,0,Yes,2.8,0.1,67,1016.65,7.5
3/23/2015,20.5,21.3,4,Yes,4.8,0,90,1019.1,8
3/24/2015,18.9,23.1,14,No,2.6,3.1,67.5,1018.5,6.5
3/25/2015,16,25.3,0.2,No,3.6,10.8,56.5,1017.3,1.5
3/26/2015,17.2,24.6,0,No,5.8,9.4,60,1019.2,3.5
3/27/2015,15.9,24,0,Yes,6.6,7.2,64,1020.7,2.5
3/28/2015,15.4,22.4,6.8,Yes,3.2,6.6,71.5,1021.7,6
3/29/2015,15.2,21.5,1.2,No,4.4,2.5,70,1020.05,6
3/30/2015,17,23.3,0.8,Yes,2.2,3.6,68,1019.05,6.5
3/31/2015,18.5,25.9,3.8,Yes,2.8,1.1,77.5,1014.45,7.5
4/1/2015,19,28.7,3,Yes,1.4,9.4,74,1012.15,3
4/2/2015,16.4,25,4.4,No,5,9.9,61.5,1012.95,4
4/3/2015,17.2,27.9,0,No,6.2,7.4,59.5,1009.05,3.5
4/4/2015,18.6,27.9,0,No,3.8,10.1,45.5,1006.95,4
4/5/2015,14.9,24.5,0,No,8.6,10.6,27.5,1013,1.5
4/6/2015,13.1,22.3,0,No,5.6,10.7,49,1021.05,1
4/7/2015,12.3,25,0,No,3.8,10.7,60,1021.05,1
4/8/2015,14.9,24.9,0,No,6,9.3,69.5,1021.2,4.5
4/9/2015,16.9,22.3,0,No,3.6,1.5,70.5,1026.05,6.5
4/10/2015,15.8,25.3,0.6,No,2.4,10.8,72.5,1027.05,2
4/11/2015,17.2,24.9,0,No,2.8,9.6,73.5,1024.85,2
4/12/2015,17.3,24.8,0,No,4.4,9.3,72,1023.45,3
4/13/2015,16.7,24.2,0,No,3.4,10.3,79,1021.9,1
4/14/2015,16.7,25.7,0,No,5.4,10.6,72,1021.15,1
4/15/2015,16.6,30.7,0,No,3.2,10.6,59,1018.3,1
4/16/2015,20.2,28.6,0,Yes,7.2,3.4,53,1012.1,7
4/17/2015,17.2,22.8,8.8,No,5,3.8,73.5,1013.35,6
4/18/2015,12.5,21.8,0.4,No,3,10.5,51,1023.3,1
4/19/2015,11.7,20.4,0,No,4.4,2.2,53,1019.1,6.5
4/20/2015,12.6,24.9,0,No,2.4,10.6,48,1018.85,0.5
4/21/2015,13.4,24.6,0,No,5,10.7,39.5,1018.45,1
4/22/2015,14,19.4,0,Yes,5,0.3,71.5,1024.8,7.5
4/23/2015,14.3,21.7,1.8,No,2.4,4.6,81.5,1026,6.5
4/24/2015,13.9,26.5,0,No,1.2,8.2,60,1023.45,1.5
4/25/2015,14.8,23.1,0.2,No,4,6.5,67.5,1025.95,5
4/26/2015,16.2,24.8,0,No,2.8,4.2,67,1018.55,6
4/27/2015,15.4,21.1,0,Yes,3.8,5.9,50,1011.75,5
4/28/2015,10.4,22.3,2,No,4.4,10.2,41,1019.15,1
4/29/2015,11.3,23.1,0,No,3.8,10.1,47.5,1020.35,1
4/30/2015,11.1,24.4,0,No,4,10.1,55.5,1020.6,1
5/1/2015,12.3,24.6,0,No,2,10.2,59,1020.15,1
5/2/2015,12.7,22.6,0,No,4.4,10.2,69.5,1018.05,1
5/3/2015,12.8,27,0,No,4.2,9.7,41.5,1010.65,1
5/4/2015,10.5,18.9,0,No,8,10.2,34.5,1017.4,1
5/5/2015,9,21.9,0,No,4.4,9.4,44.5,1017.3,1.5
5/6/2015,10.6,21.1,0,No,4.4,10.1,47.5,1016.65,1.5
5/7/2015,10.5,21.7,0,No,4,9,54.5,1016.85,2
5/8/2015,11,21.6,0,No,4.4,7.7,65.5,1019.65,4
5/9/2015,12.7,17.9,1,Yes,2.4,0.2,76.5,1018.2,8
5/10/2015,12.4,15.4,13.8,Yes,1,0,93,1017.8,8
5/11/2015,11.7,20,47.8,No,4.8,6.1,76.5,1021.2,5
5/12/2015,11.2,19.7,1,No,2.8,6.1,68.5,1021.5,6
5/13/2015,11.7,19.5,0,Yes,1.2,6.4,70.5,1019.25,4.5
5/14/2015,10.8,18.6,17.2,Yes,2.8,4.8,75,1020.6,5
5/15/2015,9.5,14.7,14.2,Yes,5,0.4,92,1022.2,6.5
5/16/2015,10.4,18,5.6,No,0.2,1.1,77,1017.7,7
5/17/2015,12.1,16.9,0.8,Yes,4.8,0.1,86.5,1009,7
5/18/2015,13.4,17.3,9,Yes,2.2,0,95,1004.85,8
5/19/2015,13.5,18.7,33.6,Yes,5.8,3.3,72,1017.8,6.5
5/20/2015,11.7,19.9,1.6,Yes,1.4,4.6,72.5,1019.05,6
5/21/2015,12.9,17.1,3,Yes,2.8,0,87.5,1007.1,7.5
5/22/2015,11.8,19.1,3,Yes,1.4,2.2,67,1002.8,5
5/23/2015,12.6,20,12.8,Yes,1.6,3.9,77.5,1009.25,7
5/24/2015,11.7,19.7,12.4,No,2.6,3.6,70,1018.45,7
5/25/2015,11.2,20.1,0,Yes,3,7,72,1020.25,5.5
5/26/2015,12.7,18.6,6,Yes,2.4,0.8,90.5,1021.5,7
5/27/2015,15.2,17.7,26.4,Yes,3.4,0,89.5,1017.1,7.5
5/28/2015,12.5,20.5,61.4,No,1,4.4,73.5,1013.1,6
5/29/2015,9.5,18.5,0.4,Yes,2.2,6.5,67,1015.25,4
5/30/2015,9.1,15.5,4.2,No,3.4,3.9,68.5,1023.65,4.5
5/31/2015,9.1,18.5,0.4,No,4.8,9,70,1021.1,4.5
6/1/2015,9.5,16.7,0,No,2.2,7.2,52.5,1010.15,4
6/2/2015,10.3,17.2,0,No,3.8,7.2,39,1017.6,4.5
6/3/2015,6.2,17.4,0,No,3.2,9.8,50.5,1017.95,0.5
6/4/2015,9,16.7,0,No,3,9.6,52.5,1021.85,1.5
6/5/2015,6.6,17.9,0,No,3.8,9.5,58,1029.35,1
6/6/2015,6.9,18.3,0,No,1.8,9.5,62.5,1033.35,4.5
6/7/2015,8.1,19.3,0,No,2,9.3,71,1030.8,4.5
6/8/2015,9.1,18.9,0,No,1.6,9.6,74,1026.5,2
6/9/2015,10.6,17.3,0,No,4,1.7,68,1013.25,6.5
6/10/2015,9.5,20.2,0,Yes,3,9.8,55.5,1024.4,4.5
6/11/2015,10.1,16,8.2,Yes,3.4,4.2,87.5,1032.65,5.5
6/12/2015,12.6,15.6,4,Yes,2.2,0.2,86.5,1035.4,7
6/13/2015,11.8,17,18.8,No,0.6,5.2,80,1029.35,4.5
6/14/2015,12.2,18.4,0,No,3.2,2.8,74,1022.9,6
6/15/2015,13.5,20,1,No,1.4,4,64,1016.8,4.5
6/16/2015,6.7,14.9,0,No,2.8,6.8,62.5,1019.95,3.5
6/17/2015,5.5,15.8,0,No,2,9.7,52,1019.35,1
6/18/2015,4.7,14.4,0,No,2.6,9.9,49.5,1018.55,0
6/19/2015,4.3,16.1,0,No,3,9.3,55.5,1019.65,0.5
6/20/2015,6.4,17.1,0,No,2,8.6,55,1023.85,4
6/21/2015,7.6,12.1,0,No,2,0,69.5,1025.15,7.5
6/22/2015,7.7,16.3,0.6,No,1.8,9.8,53,1025.85,1.5
6/23/2015,7.8,17.8,0,No,3.2,8.8,62,1028.3,3
6/24/2015,8.8,13.5,0,Yes,3.4,0.1,79.5,1025.65,7.5
6/25/2015,9.7,17.2,4.2,Yes,0.4,3.5,81,1015.9,6.5
6/26/2015,9.6,16,2.6,Yes,1.4,2.9,76.5,1023.2,6.5
6/27/2015,9.7,15.6,32,Yes,0,3.8,89.5,1028.75,6.5
6/28/2015,8.6,17.6,4.6,No,2,4.8,80,1026.95,6.5
6/29/2015,9.9,19,0.2,No,1.2,1,68.5,1021,7
6/30/2015,10.1,16.9,0.2,No,2,2.1,74,1022.35,6.5
7/1/2015,11.4,18.6,0,No,0.6,0,80.5,1017.45,7.5
7/2/2015,13.9,18.1,1,No,1.8,8,44.5,1008.65,2
7/3/2015,10.4,18.2,0,No,5.2,9.8,42,1016.25,2
7/4/2015,7.2,18.2,0,No,4.4,9.4,54.5,1024.95,2
7/5/2015,7.1,18.5,0,No,2.6,9.9,55,1026.4,1
7/6/2015,7.3,19.4,0,No,2,10,60.5,1020.2,0.5
7/7/2015,8.7,16.7,0,No,3.6,0.8,60,1016.9,6.5
7/8/2015,8,16.5,0,Yes,1,8.5,62,1021.9,2
7/9/2015,8,15.7,6.6,No,3.2,4.1,63.5,1025.65,5.5
7/10/2015,6,14.7,0.4,No,1,5,66.5,1028.3,3
7/11/2015,8,18.2,0.2,Yes,2,5.8,68.5,1031.45,4.5
7/12/2015,9.6,18.3,4.6,No,2.6,3.9,67.5,1029.05,6
7/13/2015,10.2,16.9,0,Yes,1,6.2,73.5,1028.8,4
7/14/2015,9.2,17,16,Yes,3.8,3.2,79.5,1033.3,6.5
7/15/2015,9.3,16.9,2.4,Yes,1.6,3.2,67.5,1034.1,6.5
7/16/2015,11.2,15.2,2.6,Yes,1.6,0.8,93,1027.3,8
7/17/2015,11.4,16.2,24.2,Yes,1.4,0.6,85,1017.55,6.5
7/18/2015,12,21.1,3.4,Yes,3.8,5.8,79.5,1015.25,5.5
7/19/2015,12.8,20.7,6.6,No,0.2,5.8,66.5,1012.05,4.5
7/20/2015,9.6,20.9,0,No,3.8,10.3,48.5,1016.45,1
7/21/2015,9.1,15.7,0.4,Yes,4,7.3,42.5,1013.7,5
7/22/2015,10.3,17.3,16.4,No,4,6.6,68.5,1016.55,5.5
7/23/2015,8.3,18.9,0,No,4,10.2,59.5,1016.95,1
7/24/2015,7.1,16.9,0,No,3.8,8.3,45,1016.6,4
7/25/2015,7.6,17,0,No,2.4,10.3,48,1019.85,1.5
7/26/2015,6.8,16.1,0,No,4.2,10.2,54,1023.45,3
7/27/2015,6.4,17.2,0,No,3,10.3,61.5,1020.65,2
7/28/2015,7.2,17.1,0,Yes,2.6,8.9,70.5,1022.2,1.5
7/29/2015,9.3,16.4,2.8,Yes,2.4,0,91.5,1016.5,8
7/30/2015,12.2,18,4.6,No,0.6,6,47,1006.15,5
7/31/2015,10.7,16.7,0.2,No,6.6,5.9,51,1001.9,4.5
8/1/2015,9.9,18.3,0,No,2.6,10.6,49,1011.95,1
8/2/2015,8.2,21.8,0,No,4.2,10.7,52.5,1012.1,0
8/3/2015,12.8,20.1,0,No,6.4,7.3,45,1005.1,4
8/4/2015,12.6,18.8,0.4,No,4,10.7,37.5,1010.9,1
8/5/2015,7.6,17.6,0,No,4.4,10.4,35,1020.95,2
8/6/2015,6.5,19.9,0,Yes,4.2,6.6,61,1016.25,4
8/7/2015,9.3,24.6,2.2,No,5,10.8,40,1006.15,1
8/8/2015,11.3,19.3,0,No,6.2,10.8,35.5,1011.65,1
8/9/2015,8.8,16.7,0,No,5.6,10.9,38.5,1016.1,1.5
8/10/2015,8.4,17.3,0,No,4.6,9.4,53,1022.05,3
8/11/2015,11.2,15,0,No,3.6,1,71,1013.95,7
8/12/2015,10.9,19.8,0,No,2.2,10.3,40.5,1010.1,1.5
8/13/2015,11.5,18.1,0,No,6,10.4,30,1006.65,1
8/14/2015,10.3,18,0,No,6.4,8.9,40.5,1002.1,3
8/15/2015,10.3,19.2,0,No,5.8,8.4,41,1008.05,4
8/16/2015,9.2,17.5,0,No,4,10.9,46,1022.05,1
8/17/2015,10.5,17.6,0,No,2.2,8.2,63,1025.7,2.5
8/18/2015,11.5,20,0,No,3.2,9.7,65.5,1022.55,3
8/19/2015,14.9,25.9,0,No,6.4,3.3,43,1015.15,6.5
8/20/2015,16.6,18.1,0.8,Yes,3.8,0,75.5,1015.35,7.5
8/21/2015,13.7,17.6,3.2,Yes,1.8,0,72,1024.7,7.5
8/22/2015,15.2,20.3,7.4,No,2.8,0,87,1010.45,8
8/23/2015,16.4,21.3,0.6,No,5.6,11.3,39.5,1008.8,1.5
8/24/2015,11.5,20.4,0,No,8,8.4,39,1017.85,3.5
8/25/2015,10.4,16.8,0,No,3.2,10.3,52.5,1023.35,2.5
8/26/2015,8.2,18.3,0,No,4,10.7,56,1025.45,1
8/27/2015,9.7,18.4,0,Yes,4,2.4,66.5,1014.05,7
8/28/2015,11,24.5,2.4,No,2,5.4,58,1002.7,6.5
8/29/2015,11.1,19.9,0.8,No,4.4,10.9,45,1017.3,1
8/30/2015,9.2,18.9,0,No,3.8,10,62.5,1020.15,4
8/31/2015,13.3,23.9,0,No,4.2,6.9,44,1013.95,4
9/1/2015,13.9,18.1,0,Yes,5.4,1.7,78.5,1013.9,7
9/2/2015,10.4,21.2,0,No,5,9.6,36,1012.7,3.5
9/3/2015,9.5,19.3,0,No,6.4,11.2,37,1019.45,3.5
9/4/2015,9.6,23.3,0,No,5,11,46.5,1015.6,1
9/5/2015,11.7,18.1,0,No,4,4.1,61,1020.85,6.5
9/6/2015,11.1,20.1,0,No,3.6,9.1,65.5,1023.35,4.5
9/7/2015,11.6,23.7,0,Yes,3,8.2,74,1022.65,2.5
9/8/2015,13,20.1,1.8,No,4.6,9.5,68,1023.65,2
9/9/2015,15.2,19,0.2,No,5,1.1,66,1023.5,7
9/10/2015,13.7,21.1,0,No,3.2,10.7,68,1019.9,0
9/11/2015,13.4,26.9,0,No,5.4,8,45.5,1014.75,5.5
9/12/2015,13.1,22,0,No,5.4,10.8,65.5,1018.7,2
9/13/2015,12.7,19.6,0,Yes,2.6,0,76,1028.75,4.5
9/14/2015,15,19.7,14.2,Yes,1,1.2,85,1028.7,4.5
9/15/2015,15.3,20.6,12,Yes,4,2.3,77.5,1024.5,4.5
9/16/2015,17.8,28.9,2,No,4,10.8,55.5,1009.65,4.5
9/17/2015,19.5,24.7,0,No,7.8,0.2,69.5,994.7,4.5
9/18/2015,11.7,16.1,0.8,No,3.4,9.3,31,1001.45,4.5
9/19/2015,9.9,24,0,No,6.6,12.1,37,1012.1,4.5
9/20/2015,12.9,20.3,0.2,No,3,10.9,63.5,1027.2,2
9/21/2015,13.3,21.5,0,No,6.6,11,66.5,1024.15,3.5
9/22/2015,15.3,23,0,No,5.6,11,66.5,1019.6,2.5
9/23/2015,15.8,27.2,0,Yes,8,6.9,70.5,1015.85,4.5
9/24/2015,14.1,15.7,30.6,Yes,7.4,0,83.5,1020.85,4.5
9/25/2015,12.9,26.7,0.2,No,3.8,12.1,64.5,1016.5,3
9/26/2015,14.8,23.8,0,Yes,6.8,9.6,72.5,1015.35,4.5
9/27/2015,16.4,21.4,1.8,No,5.4,8.9,59,1020.95,4.5
9/28/2015,14.5,22.1,0.2,No,6.2,1.8,70.5,1019.1,7
9/29/2015,16.2,24.4,0,No,3.2,9.9,67,1013.65,4.5
9/30/2015,19.3,24.7,0,Yes,7.2,5.5,72.5,1011.3,4.5
10/1/2015,18.1,20.4,5.2,Yes,6.6,0.1,77.5,1013.4,8
10/2/2015,11.8,17.9,32.6,No,3.8,1.7,68,1012.3,6
10/3/2015,12,23.9,0.2,No,4,11.9,59.5,1017.2,2
10/4/2015,14.4,18.1,0.4,Yes,5.4,2.8,75.5,1021.4,7
10/5/2015,13.4,19.2,8.4,Yes,8.4,2.7,60,1023,7
10/6/2015,13.6,18.8,26,Yes,4.8,2.5,87,1022.85,4.5
10/7/2015,13.4,23.3,8.8,No,3.6,10.9,68,1019.7,4.5
10/8/2015,16.1,26.3,0,Yes,5.8,7.9,58,1016.15,5
10/9/2015,17.2,23.6,5.6,No,11.2,7,67,1024.6,7.5
10/10/2015,18.2,24.5,0,Yes,3.2,6,79.5,1019.45,6
10/11/2015,19.7,27.2,8.6,No,7.2,9.3,60,1013.45,4
10/12/2015,20.5,30.4,0,No,9,10.2,63,1014.25,4.5
10/13/2015,22.3,23.9,0,Yes,10.4,0,82.5,1012.7,4.5
10/14/2015,17.4,23.5,21,No,1,7.9,73.5,1012.3,5
10/15/2015,17.1,22.3,0.4,No,6.6,4.2,70.5,1016.4,6.5
10/16/2015,16.8,23.4,1,No,3.6,8.8,62,1013.7,4.5
10/17/2015,16.7,20,0,No,8,0.4,64.5,1022.9,7.5
10/18/2015,16.5,24,0,No,9,11.4,68,1025.15,4
10/19/2015,17.5,24.7,0,No,11,12.6,59,1023.65,1.5
10/20/2015,18.5,26,0,No,8.8,12.1,60,1019.1,1
10/21/2015,18.9,24.1,0,No,11.6,9,67,1016.3,6
10/22/2015,18.2,25.8,0,No,6,10.8,66.5,1013.8,4.5
10/23/2015,19,23.5,0,Yes,10.8,0,68.5,1010.55,4.5
10/24/2015,16.8,21.5,5.8,Yes,3.4,0,81,1013.25,4.5
10/25/2015,16.4,21.6,5.6,Yes,1.8,0.9,92.5,1015.45,8
10/26/2015,17.2,20.1,27.6,Yes,3.4,0,91.5,1015.85,8
10/27/2015,18.5,24.3,21,No,1.8,5.4,84.5,1016.95,7.5
10/28/2015,19.8,24.4,0.2,No,5.2,8.7,72,1016,4
10/29/2015,19.6,22.7,0,Yes,7.4,1.6,82,1011.6,4.5
10/30/2015,20.4,25.7,1,No,5.8,11.4,70.5,1013.75,5
10/31/2015,21,26,0,No,8,13.2,68,1015.95,4.5
11/1/2015,20.8,26.3,0,No,7.6,12.2,67.5,1014.6,4
11/2/2015,22,30.7,0,No,10.4,2.6,71,1009.5,7.5
11/3/2015,22.8,29.6,0,No,4.8,4.3,73,1007.7,7.5
11/4/2015,17.2,26.9,0,No,6.8,13.4,51,1005.5,4.5
11/5/2015,17.8,30.8,0,No,9.2,13.3,43.5,1003.85,4.5
11/6/2015,18.5,26.3,0,No,10.2,12.8,56.5,1013.1,1.5
11/7/2015,20,25.6,0,No,6,10.7,70,1008.75,4
11/8/2015,21.7,26.4,0,Yes,7.6,3.9,81.5,1004.9,6.5
11/9/2015,18,26.4,7.6,No,5.8,3.8,73,1004.6,7
11/10/2015,19.6,25.5,0,No,7.8,4.1,50.5,1001.35,4.5
11/11/2015,18.5,27.3,0,Yes,5,5,56.5,999.55,4.5
11/12/2015,13.3,21.7,4.8,No,9.2,11.6,37,999.15,1.5
11/13/2015,15.4,27.8,0,No,8.4,13.5,31,1008.3,1
11/14/2015,17.7,25.7,0,No,9.2,12.7,66,1018.05,5
11/15/2015,19.1,27,0,No,8.4,7.5,64.5,1017.3,5.5
11/16/2015,18.7,24.1,0,No,8,8,56,1024.9,4.5
11/17/2015,16,26.3,0,No,7,12.5,65,1014.3,4.5
11/18/2015,20.8,31.3,0.8,Yes,8,3.5,72,1003.85,4.5
11/19/2015,18.4,19.9,17,Yes,11.8,0.3,83,1005.65,4.5
11/20/2015,15.4,21.2,1.8,No,5.4,2.5,54.5,1019,4.5
11/21/2015,17.3,24.7,0,No,5.2,12.7,61,1016.65,4.5
11/22/2015,20,26.5,0,No,8.6,13.1,63.5,1015.95,4.5
11/23/2015,21.4,27.2,0,No,8.8,11.7,71.5,1014.95,4.5
11/24/2015,20.5,29,0,No,10,10.8,63.5,1011.65,4.5
11/25/2015,20.7,28,0,Yes,10.6,8.6,67,1011.35,4.5
11/26/2015,18.9,21.3,5.6,Yes,7.2,0.1,82.5,1014.2,4.5
11/27/2015,17.3,22.6,3,No,5,1.9,67,1012.85,4.5
11/28/2015,17.2,23.4,0,No,5.4,7.2,60.5,1006.9,4.5
11/29/2015,19.5,26.8,0,Yes,5.2,12.3,64.5,1010.95,4.5
11/30/2015,19.9,26.5,7.6,Yes,6.4,4.8,77.5,1013.3,4.5
12/1/2015,21.3,26.7,6.6,Yes,5.2,10.3,65,1012.95,4.5
12/2/2015,22,27,9.4,Yes,4.6,7.5,74.5,1014.35,4.5
12/3/2015,21.5,26.2,5.4,No,7,6.6,72.5,1015.55,4.5
12/4/2015,21.8,25.2,0.4,Yes,6.6,0.8,75,1013.3,4.5
12/5/2015,22.3,27.9,1.6,No,4.4,5.6,75,1011.95,4.5
12/6/2015,23.3,26.6,0.2,No,10.6,1.9,70,1014.15,4.5
12/7/2015,21.8,27.9,0.2,No,4.6,9.8,54.5,1010.85,4.5
12/8/2015,22,30.4,0.6,No,11.4,1.6,74,1008.2,4.5
12/9/2015,22.1,28.1,0.2,No,4.2,7.9,75.5,1008.8,4.5
12/10/2015,21.4,29.8,0,No,8.8,9.6,66.5,1002.15,4.5
12/11/2015,20,26.1,0,Yes,8,7.3,62.5,1007.4,4.5
12/12/2015,19.3,25.4,7.2,No,5.6,3.6,78,1009.55,4.5
12/13/2015,21.5,27.3,0.2,Yes,5.8,12.3,58.5,1013.45,4.5
12/14/2015,20.7,26.9,5.6,No,8.2,12.4,63,1014.15,4.5
12/15/2015,20.5,28.4,0,No,10.2,11.7,59.5,1015.75,4.5
12/16/2015,21.4,28.3,0,No,11,10.2,57,1010.65,4.5
12/17/2015,21,35.4,0,No,10.8,7.5,46,1002.75,4.5
12/18/2015,21.7,28.5,0,No,10.6,10.2,67,1007.45,4.5
12/19/2015,22.9,31.4,0,No,7,9.3,79,1010.85,4.5
12/20/2015,22.5,28.4,0,No,7.2,6.3,75,1012.3,4.5
12/21/2015,22.5,24.3,0,No,7.2,4.3,64.5,1019.05,4.5
12/22/2015,19.8,25,0,No,7.8,8.2,62,1021.45,4.5
12/23/2015,17.8,28.2,0,No,8.4,12.8,60,1018.25,4.5
12/24/2015,22.2,31.6,0,No,9.2,12.8,60.5,1013.4,4.5
12/25/2015,22.7,33.5,0,No,12,12.3,57,1009.1,4.5
12/26/2015,26.1,31.2,0,No,12.8,11,64.5,1014,4.5
12/27/2015,25.1,37.5,0,No,10.2,5.7,56,1010.45,4.5
12/28/2015,24,33.7,0,No,5.2,6.8,72.5,1012.9,4.5
12/29/2015,24.2,41.5,0,No,8.4,12.4,34,1008.3,4.5
12/30/2015,27.6,35.6,0,No,16.6,2.6,66.5,1014.4,4.5
12/31/2015,18,23,0.2,No,6.8,0,61,1022.25,4.5
1/1/2016,18.7,25.3,0.2,No,4.8,3.9,59.5,1019.05,4.5
1/2/2016,18.1,24.5,0.4,No,5.2,6,76,1024.05,4.5
1/3/2016,20.4,25.7,0,No,7.2,4.7,77.5,1021.85,4.5
1/4/2016,21,29.2,0.2,Yes,5,8,61.5,1013.7,4.5
1/5/2016,22.7,23.1,1.4,Yes,8.6,0,81.5,1015.55,4.5
1/6/2016,19.5,22.8,9.6,No,2.4,0,85.5,1017.95,4.5
1/7/2016,20.6,24.2,0.4,No,4,0.1,59,1023.5,4.5
1/8/2016,18.3,25,0,Yes,6.6,3,69,1022.85,4.5
1/9/2016,19.8,26.7,2.2,No,3.6,3.9,72.5,1018,4.5
1/10/2016,20.9,28.7,0,No,6.4,8.3,73.5,1012.45,4.5
1/11/2016,22.6,27.6,0,No,5,3.8,76.5,1014.35,4.5
1/12/2016,22.4,30.1,0,No,4.4,7.8,73,1008.75,4.5
1/13/2016,25,33.2,0,No,7.2,9.5,55,1006.05,4.5
1/14/2016,20,24.9,0,No,8.2,4.3,72,1012.55,4.5
1/15/2016,19.1,21.7,0.4,Yes,9,3.2,67.5,1022.1,4.5
1/16/2016,17.3,26.6,1.8,No,4.2,7.3,61,1022.2,4.5
1/17/2016,16.6,26.1,0.4,No,5,12,60,1017.95,4.5
1/18/2016,18,28,0,No,7.4,7.6,58,1013.35,4.5
1/19/2016,20.9,27.2,0,No,7.6,11.1,72.5,1011,4.5
1/20/2016,20.3,30.3,0,No,8,1.4,68.5,1007.9,4.5
1/21/2016,22.2,28.8,0.8,No,5,2.4,74,1008.85,4.5
1/22/2016,22.7,33.6,0.6,No,4.4,1.9,46,1002.75,4.5
1/23/2016,19.4,21.8,0,No,9.2,0,58.5,1016.05,4.5
1/24/2016,17.4,31.7,0,No,2.2,10.5,56,1008.1,4.5
1/25/2016,19.1,25.8,0,No,8,9.4,67.5,1010.75,4.5
1/26/2016,18.1,23.2,0.2,No,8.2,0.6,60,1023,4.5
1/27/2016,18,23.6,0.2,No,8.2,2.9,46,1026.6,4.5
1/28/2016,17,24.4,0,No,4.8,10.1,57.5,1023.5,4.5
1/29/2016,17.6,25.8,0.2,No,6.8,10.4,65.5,1017.75,4.5
1/30/2016,20.7,30.8,0,No,8,2.3,57.5,1014.15,4.5
1/31/2016,21.8,27.4,0,No,6.2,0,69,1012.65,4.5
2/1/2016,22,26.7,0,No,3.6,1.8,81,1015.65,4.5
2/2/2016,20.6,28.1,1,No,3.2,9.8,75.5,1020,4.5
2/3/2016,21.8,27.7,0.2,No,6.4,10.7,68,1019.85,4.5
2/4/2016,21.3,27.5,0,No,8,3.2,77.5,1020,4.5
2/5/2016,17.5,24.5,0.8,No,4,3.4,72,1019.8,4.5
2/6/2016,19.3,28.3,0,Yes,3.2,7.7,71,1017,4.5
2/7/2016,20.6,26.8,5.6,No,5.8,5.9,75.5,1018.2,4.5
2/8/2016,20,25.2,0,Yes,5.4,0.9,74,1014.6,4.5
